tweet,sentiment,Sentiment,Confidence,score
this app was discussed in the meeting.,neutral,Neutral,0.5062140822410583,0
Feeling amazing about this product today!,positive,Positive,0.6599345803260803,1
So खुश with the movie!,positive,Positive,0.6599345803260803,1
this app is available now.,neutral,Neutral,0.5062140822410583,0
I have this product.,neutral,Neutral,0.5062140822410583,0
the website is part of my routine.,neutral,Neutral,0.5062140822410583,0
Not happy with the website at all.,negative,Negative,0.6100531220436096,-1
I have this place.,neutral,Neutral,0.5062140822410583,0
Never using my phone again.,negative,Negative,0.6100531220436096,-1
So frustrating dealing with the service.,negative,Negative,0.6100531220436096,-1
I love this my phone!,positive,Positive,0.6599345803260803,1
Information about this app.,neutral,Neutral,0.5062140822410583,0
I love this the feature!,positive,Positive,0.6599345803260803,1
I used this product today.,neutral,Neutral,0.5062140822410583,0
Super happy with my workout!,positive,Positive,0.6599345803260803,1
Best experience ever with the food!,positive,Positive,0.6599345803260803,1
I used the update today.,neutral,Neutral,0.5062140822410583,0
This ruined my day: the feature.,negative,Negative,0.6100531220436096,-1
my workout was discussed in the meeting.,neutral,Neutral,0.5062140822410583,0
This ruined my day: the restaurant.,negative,Negative,0.6100531220436096,-1
Just checking this product.,neutral,Neutral,0.5062140822410583,0
Can't stop smiling because of the service!,positive,Positive,0.6599345803260803,1
Planning to use the movie.,neutral,Neutral,0.5062140822410583,0
Not happy with the restaurant at all.,negative,Negative,0.6100531220436096,-1
Completely useless the update.,negative,Negative,0.6100531220436096,-1
I love this the restaurant!,positive,Positive,0.6599345803260803,1
Completely useless my phone.,negative,Negative,0.6100531220436096,-1
Just checking the update.,neutral,Neutral,0.5062140822410583,0
Highly recommend this place!,positive,Positive,0.6599345803260803,1
Trying out the experience.,neutral,Neutral,0.5062140822410583,0
Information about the update.,neutral,Neutral,0.5062140822410583,0
Regret trying the food.,negative,Negative,0.6100531220436096,-1
Highly recommend the food!,positive,Positive,0.6599345803260803,1
This the experience is absolutely fantastic!,positive,Positive,0.6599345803260803,1
Can't stop smiling because of the feature!,positive,Positive,0.6599345803260803,1
Highly recommend the movie!,positive,Positive,0.6599345803260803,1
Feeling amazing about the weather today!,positive,Positive,0.6599345803260803,1
Super happy with the restaurant!,positive,Positive,0.6599345803260803,1
I used the weather today.,neutral,Neutral,0.5062140822410583,0
Super happy with the service!,positive,Positive,0.6599345803260803,1
Trying out the website.,neutral,Neutral,0.5062140822410583,0
Planning to use the movie.,neutral,Neutral,0.5062140822410583,0
Just checking the service.,neutral,Neutral,0.5062140822410583,0
"Totally worth it, this app is awesome!",positive,Positive,0.6599345803260803,1
This made my day: this app!,positive,Positive,0.6599345803260803,1
Trying out the experience.,neutral,Neutral,0.5062140822410583,0
Trying out this app.,neutral,Neutral,0.5062140822410583,0
Highly recommend the update!,positive,Positive,0.6599345803260803,1
So खुश with the food!,positive,Positive,0.6599345803260803,1
Completely useless this product.,negative,Negative,0.6100531220436096,-1
This the food is so disappointing.,negative,Negative,0.6100531220436096,-1
Best experience ever with the experience!,positive,Positive,0.6599345803260803,1
Feeling terrible about this app.,negative,Negative,0.6100531220436096,-1
Just checking this place.,neutral,Neutral,0.5062140822410583,0
Information about this app.,neutral,Neutral,0.5062140822410583,0
I have the movie.,neutral,Neutral,0.5062140822410583,0
Just checking my day.,neutral,Neutral,0.5062140822410583,0
Information about the experience.,neutral,Neutral,0.5062140822410583,0
